 INFO  Accepting connections at http://localhost:3000
 HTTP  4/29/2026 7:06:14 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 5 ms
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 6 ms
 HTTP  4/29/2026 7:06:14 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:06:14 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:06:14 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:06:14 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:06:14 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 3 ms
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:14 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:18 AM ::1 GET /
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:06:18 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:06:18 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:06:18 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:06:18 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:06:18 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:06:18 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:06:18 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:06:18 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:06:19 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:06:19 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:06:19 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:06:19 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:06:19 AM ::1 Returned 200 in 5 ms
 HTTP  4/29/2026 7:06:19 AM ::1 Returned 200 in 5 ms
 HTTP  4/29/2026 7:06:19 AM ::1 Returned 200 in 4 ms
 HTTP  4/29/2026 7:06:19 AM ::1 Returned 200 in 7 ms
 HTTP  4/29/2026 7:06:20 AM ::1 GET /
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:06:20 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 3 ms
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 6 ms
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 6 ms
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 8 ms
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:06:20 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:06:20 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:06 AM ::1 GET /
 HTTP  4/29/2026 7:26:06 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:06 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:06 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:06 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:06 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 6 ms
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 5 ms
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 6 ms
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:07 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 5 ms
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 5 ms
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 5 ms
 HTTP  4/29/2026 7:26:07 AM ::1 Returned 200 in 12 ms
 HTTP  4/29/2026 7:26:08 AM ::1 GET /
 HTTP  4/29/2026 7:26:08 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:08 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:08 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:08 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:08 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 3 ms
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 4 ms
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:09 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:09 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:12 AM ::1 GET /
 HTTP  4/29/2026 7:26:12 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:12 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:12 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:12 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:12 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:13 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:13 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:13 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:13 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:13 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:13 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:13 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:13 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:13 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:13 AM ::1 Returned 200 in 0 ms
 HTTP  4/29/2026 7:26:14 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:14 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:26:14 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:14 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:14 AM ::1 Returned 200 in 4 ms
 HTTP  4/29/2026 7:26:14 AM ::1 Returned 200 in 9 ms
 HTTP  4/29/2026 7:26:14 AM ::1 Returned 200 in 9 ms
 HTTP  4/29/2026 7:26:14 AM ::1 Returned 200 in 9 ms
 HTTP  4/29/2026 7:26:14 AM ::1 GET /
 HTTP  4/29/2026 7:26:14 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:14 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:14 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:14 AM ::1 Returned 304 in 4 ms
 HTTP  4/29/2026 7:26:14 AM ::1 Returned 304 in 3 ms
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 8 ms
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 9 ms
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 9 ms
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 9 ms
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 9 ms
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:15 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:15 AM ::1 Returned 304 in 3 ms
 HTTP  4/29/2026 7:26:19 AM ::1 GET /
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:19 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:19 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:19 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:19 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:19 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:19 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:19 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:19 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:20 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:20 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:26:20 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:20 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:20 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:20 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:20 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:20 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:21 AM ::1 GET /
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:21 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 10 ms
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 12 ms
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 13 ms
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 7 ms
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 7 ms
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:21 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:21 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:25 AM ::1 GET /
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:26:25 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:25 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:25 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:25 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:25 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:25 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:25 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:25 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:26 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:26 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:26:26 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:26 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:26 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:26 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:26 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:26:26 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:26:27 AM ::1 GET /
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:27 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 8 ms
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 4 ms
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 5 ms
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/locales/zh-cn.js
